&BOXOKMC18
&VERSION                     2020_06_07

&UDEFSECTION
&BATCHNUM  3
&ENDUDEFSECTION


&TIME           (in s)      0.0000000E+00
&ISTEP                      0
&TSTEP           (in s)      0.0000000E+00
&IPATCH                     1
&ITIMESECTION               1
 
&LATT     lattice length(in A):      3.1652000E+00
&BOXLOW                (in LU):    -1.00000000E+02  -1.00000000E+02  -1.00000000E+02
&BOXSIZE               (in LU):    2.00000000E+02   2.00000000E+02   2.00000000E+02
&NGRAIN        0
!                Seed ID          x(LU)          y(LU)          z(LU)
&BOXSEINDEX                IBox      SEUsedIndexFrom        SEUsedIndexTo      SEExpdIndexFrom        SEExpdIndexTo   SEVirtualIndexFrom     SEVirtualIndexTo
                  775               1               0               0               1              16               0  -1.31603817E+01   6.69883862E+00   1.80977569E+01               0               0               1               0
                  775               1               0               0               1              17               0   2.46521547E-01   2.62721534E-01  -2.44924365E-01               0               0               0               1
                  775               1               0               0               1              18               0  -7.17392582E+00   7.58413370E-01   1.24500821E+00               0               0               0               1
                  775               1               0               0               1              19               0  -1.22149690E+00   7.69216669E+00   2.21115443E+00               0               0               0               1
                  775               1               0               0               1              20               0  -1.01872425E+01  -1.24927398E+00   3.22392645E+00               0               0               0               1
                  775               1               0               0               1              21               0  -7.55214047E-01  -7.18652471E-01   4.23134146E+00               0               0               0               2
                  775               1               0               0               1              22               0  -5.71582775E+00   2.23059838E+00   3.71786238E+00               0               0               0               1
                  775               1               0               0               1              23               0  -7.70258309E+00  -2.71729243E+00   5.70441931E+00               0               0               0               1
                  775               1               0               0               1              24               0  -1.23915519E+00   7.65833818E-01   5.21514596E+00               0               0               0               1
                  775               1               0               0               1              25               0   1.73051182E+00  -8.17985277E+00   7.20279414E+00               0               0               0               1
                  775               1               0               0               1              26               0  -6.20182737E+00  -7.20239732E+00   7.15686276E+00               0               0               0               1
                  775               1               0               0               1              27               0  -8.19661822E+00  -2.40559396E-01   6.20658916E+00               0               0               0               1
                  775               1               0               0               1              28               0   2.73544673E+00  -8.20266966E+00   8.16338494E+00               0               0               0               1
                  775               1               0               0               1              29               0  -5.70074877E+00  -4.71565462E+00   8.17643024E+00               0               0               0               2
                  775               1               0               0               1              30               0  -7.68909137E+00  -2.73008973E+00   8.69898648E+00               0               0               0               1
                  775               1               0               0               1              31               0  -1.01793062E+01   3.71200935E+00   8.17925755E+00               0               0               0               1
                  775               1               0               0               1              32               0   2.35500000E-01  -7.68790092E+00   9.65868444E+00               0               0               0               1
                  775               1               0               0               1              33               0  -7.17194174E+00  -2.22226526E+00   1.01693858E+01               0               0               0               1
                  775               1               0               0               1              34               0  -9.67991407E+00   5.21107860E+00   9.66622394E+00               0               0               0               1
                  775               1               0               0               1              35               0  -5.20036459E+00  -3.20478011E+00   1.21514786E+01               0               0               0               1
                  775               1               0               0               1              36               0  -1.41256350E+01   6.70439404E+00   1.51107292E+01               0               0               0               1
                  776               1               0               0               1               1               0   1.89330532E+00  -6.36650575E+00  -2.89430515E+00               0               0               3               0
                  776               1               0               0               1               2               0  -5.72773221E+00  -7.68075825E+00  -2.23168962E+00               0               0               1               0
                  776               1               0               0               1               3               0  -9.68546948E+00  -8.65622962E+00   7.18840958E-01               0               0               1               0
                  776               1               0               0               1               4               0  -1.81106534E+01  -5.19798370E+00   2.22762227E-01               0               0               1               0
                  776               1               0               0               1               5               0  -1.25455658E+01  -2.12618634E+00   2.35559522E+00               0               0               4               0
                  776               1               0               0               1               6               0  -9.68388222E+00   2.69308669E-01   3.71935044E+00               0               0               1               0
                  776               1               0               0               1               7               0  -1.86129555E+01   2.55367223E+00   4.06203357E+00               0               0               3               0
                  776               1               0               0               1               8               0  -3.22724978E+00  -7.19619708E-01   7.68884336E+00               0               0               2               0
                  776               1               0               0               1               9               0  -1.65987868E+01   4.22350436E+00   9.68021168E+00               0               0               1               0
                  776               1               0               0               1              10               0  -3.15071401E+01  -1.46395109E+01   2.25579616E+01               0               0               1               0
                  776               1               0               0               1              11               0   7.46652755E-01  -5.69787186E+00  -2.31055668E-01               0               0               0               2
                  776               1               0               0               1              12               0  -2.55539176E-01  -2.45093012E-01  -7.38334513E-01               0               0               0               1
                  776               1               0               0               1              13               0  -4.22568684E+00  -1.21653671E+01   1.25492860E+00               0               0               0               1
                  776               1               0               0               1              14               0   1.24788513E+00  -7.69940857E+00   7.49673512E-01               0               0               0               1
                  776               1               0               0               1              15               0   7.76220460E-01  -5.21861810E+00   1.24471060E+00               0               0               0               1
                  776               1               0               0               1              16               0  -7.56786427E-01  -4.72309491E+00   2.73008973E+00               0               0               0               1
                  776               1               0               0               1              17               0  -8.68688361E+00  -2.71391950E+00   1.73725768E+00               0               0               0               1
                  776               1               0               0               1              18               0  -5.71086756E+00  -7.60625616E-01   1.76344749E+00               0               0               0               1
                  776               1               0               0               1              19               0  -2.69397953E+00  -9.68348540E+00   3.69960887E+00               0               0               0               1
                  776               1               0               0               1              20               0  -1.31693100E+01  -3.22283521E+00   3.21896626E+00               0               0               0               1
                  776               1               0               0               1              21               0  -7.66741533E+00  -3.22531530E+00   3.21673417E+00               0               0               0               2
                  776               1               0               0               1              22               0  -1.16663718E+01  -3.68314103E+00   6.69358082E+00               0               0               0               1
                  776               1               0               0               1              23               0  -1.06783015E+01   2.81213130E-01   6.69060470E+00               0               0               0               1
                  776               1               0               0               1              24               0  -1.51434664E+01  -2.20480538E+00   8.20465373E+00               0               0               0               1
                  776               1               0               0               1              25               0  -1.16524833E+01  -1.73209908E+00   7.69286111E+00               0               0               0               1
                  776               1               0               0               1              26               0  -1.31405409E+01  -1.22844117E+00   8.15802793E+00               0               0               0               1
                  777               1               0               0               1               1               0   1.80937887E+01   1.11624163E+01  -5.20849930E+00               0               0               1               0
                  777               1               0               0               1               2               0   1.36127512E+01   7.41409832E-01  -3.68651396E+00               0               0               1               0
                  777               1               0               0               1               3               0   9.68487426E+00   1.16554594E+01  -3.70823961E+00               0               0               1               0
                  777               1               0               0               1               4               0   4.31741072E+00  -7.00192620E+00  -9.35301757E-01               0               0               5               0
                  777               1               0               0               1               5               0   9.66602553E+00  -7.16975926E+00  -2.71481233E+00               0               0               1               0
                  777               1               0               0               1               6               0   4.72795590E+00   5.71195880E+00  -2.73862126E+00               0               0               1               0
                  777               1               0               0               1               7               0   4.23451599E+00   6.22414824E+00  -1.24113926E+00               0               0               1               0
                  777               1               0               0               1               8               0   1.21752875E+01   1.41424997E+01   7.67708770E-01               0               0               1               0
                  777               1               0               0               1               9               0   5.21574119E+00  -9.66562871E+00   2.72959371E+00               0               0               1               0
                  777               1               0               0               1              10               0   4.20733413E+00   6.20371225E+00   1.74955895E+00               0               0               1               0
                  777               1               0               0               1              11               0   1.01718659E+01   9.68155093E+00   5.21906451E+00               0               0               2               0
                  777               1               0               0               1              12               0   7.18694632E+00  -7.49799997E-01   6.69866501E+00               0               0               4               0
                  777               1               0               0               1              13               0   1.22238974E+00  -9.68318779E+00   1.26385694E+01               0               0               1               0
                  777               1               0               0               1              14               0   1.06614369E+01  -8.18268008E+00  -6.17960571E+00               0               0               0               2
                  777               1               0               0               1              15               0   5.21980854E+00  -1.75878491E+00  -5.21722924E+00               0               0               0               1
                  777               1               0               0               1              16               0   3.21807342E+00  -5.70233603E+00  -3.20299444E+00               0               0               0               1
                  777               1               0               0               1              17               0   4.68797675E+00  -2.23545937E+00  -3.71726716E+00               0               0               0               1
                  777               1               0               0               1              18               0   6.20212498E+00  -1.73190067E+00  -3.18741944E+00               0               0               0               1
                  777               1               0               0               1              19               0   4.71644825E+00  -1.22060407E+00  -1.75332870E+00               0               0               0               1
                  777               1               0               0               1              20               0   7.69474599E+00   2.72205421E+00  -1.74201946E+00               0               0               0               1
                  777               1               0               0               1              21               0   3.48443574E+00   9.78050676E-01  -9.82202357E-01               0               0               0               2
                  777               1               0               0               1              22               0   9.65957728E+00   7.52897637E-01  -7.30775180E-01               0               0               0               1
                  777               1               0               0               1              23               0   8.69343106E+00   3.71210856E+00  -7.29624416E-01               0               0               0               1
                  777               1               0               0               1              24               0   4.21348477E+00  -7.43810565E-01   7.69940857E-01               0               0               0               1
                  777               1               0               0               1              25               0   7.23642424E-01   1.26066754E+00   2.55137400E-01               0               0               0               2
                  777               1               0               0               1              26               0   9.13994755E+00   9.17347845E+00   7.61200998E-01               0               0               0               1
                  777               1               0               0               1              27               0   9.20234677E+00  -5.72931947E+00   2.69675723E+00               0               0               0               1
                  777               1               0               0               1              28               0   2.73663718E+00   2.71689561E+00   2.25033995E+00               0               0               0               1
                  777               1               0               0               1              29               0   7.68651207E+00  -5.19679325E+00   4.19890181E+00               0               0               0               1
                  777               1               0               0               1              30               0   7.21192089E+00  -3.70863642E+00   4.71902755E+00               0               0               0               1
                  777               1               0               0               1              31               0   7.16420384E+00  -7.54028561E-01   6.69735056E+00               0               0               0               1
                  778               1               0               0               1               1               0   3.72500505E+00  -1.41504360E+01  -2.73971250E+00               0               0               1               0
                  778               1               0               0               1               2               0   1.36328399E+01   1.25115885E+00   2.49113247E+00               0               0               4               0
                  778               1               0               0               1               3               0   2.05728927E+01  -4.23352395E+00   4.21943700E+00               0               0               1               0
                  778               1               0               0               1               4               0   8.67577278E+00  -2.24805826E-01   5.22228864E+00               0               0               1               0
                  778               1               0               0               1               5               0  -4.69958360E+00   6.19567673E+00   5.70729622E+00               0               0               1               0
                  778               1               0               0               1               6               0   1.86076646E+01  -6.20688677E+00   7.18146531E+00               0               0               1               0
                  778               1               0               0               1               7               0   1.26177366E+01  -1.24520662E+00   6.20549791E+00               0               0               1               0
                  778               1               0               0               1               8               0   1.11653924E+01  -8.67636800E+00   8.68351068E+00               0               0               1               0
                  778               1               0               0               1               9               0   7.68571844E+00  -5.70962751E+00   8.66729085E+00               0               0               2               0
                  778               1               0               0               1              10               0   1.90897953E+01  -1.71672248E+00   1.06594528E+01               0               0               1               0
                  778               1               0               0               1              11               0   9.66255339E+00  -2.82393656E-01  -2.72135979E+00               0               0               0               1
                  778               1               0               0               1              12               0   1.50978327E+01  -1.73447997E+00  -1.23221092E+00               0               0               0               1
                  778               1               0               0               1              13               0   1.85888159E+01  -2.24270125E+00  -7.44683559E-01               0               0               0               1
                  778               1               0               0               1              14               0   1.36187034E+01  -1.23032605E+00  -7.48671553E-01               0               0               0               1
                  778               1               0               0               1              15               0   1.24480981E+00   1.24897637E+00  -2.54328889E-01               0               0               0               1
                  778               1               0               0               1              16               0   2.23625300E+00   2.46471945E-01  -1.23399659E+00               0               0               0               1
                  778               1               0               0               1              17               0   1.61057437E+01  -2.77235056E+00   7.31489448E-01               0               0               0               1
                  778               1               0               0               1              18               0   1.46107418E+01  -1.27645583E+00   1.24352016E+00               0               0               0               1
                  778               1               0               0               1              19               0   5.17199229E+00   1.23121888E+00   7.44594275E-01               0               0               0               1
                  778               1               0               0               1              20               0   7.21301213E+00   1.23816315E+00   3.75764312E+00               0               0               0               1
                  778               1               0               0               1              21               0   1.95917667E+01   1.72426197E+00   6.21065651E+00               0               0               0               1
                  778               1               0               0               1              22               0   1.76027297E+01  -3.23394604E+00   8.21189561E+00               0               0               0               1
                  778               1               0               0               1              23               0   8.69035574E+00   3.70675155E+00   8.19969354E+00               0               0               0               1
                  778               1               0               0               1              24               0   1.11485277E+01   1.22348098E+00   9.67763238E+00               0               0               0               1
                  779               1               0               0               1               1               0   3.22422406E+00   7.20299254E+00  -2.23645141E+00               0               0               1               0
                  779               1               0               0               1               2               0  -6.19319664E+00   1.06634210E+01  -1.75451915E+00               0               0               1               0
                  779               1               0               0               1               3               0  -1.61265765E+01   8.66287628E+00  -7.49564388E-01               0               0               1               0
                  779               1               0               0               1               4               0  -4.71734108E+00   5.21167383E+00   7.27759383E-01               0               0               1               0
                  779               1               0               0               1               5               0   3.73323897E+00   1.36653292E+01   2.37384873E-01               0               0               1               0
                  779               1               0               0               1               6               0   1.74549160E+00  -5.20701125E+00   2.21542019E+00               0               0               1               0
                  779               1               0               0               1               7               0  -7.19942121E+00   1.06663971E+01   2.23893151E+00               0               0               1               0
                  779               1               0               0               1               8               0   2.55400291E-01   1.61166561E+01   1.73547201E+00               0               0               1               0
                  779               1               0               0               1               9               0  -1.24897637E+00   6.71986983E+00   5.19798370E+00               0               0               1               0
                  779               1               0               0               1              10               0  -9.67406104E+00  -2.73524833E+00   6.70082270E+00               0               0               1               0
                  779               1               0               0               1              11               0  -1.73170226E+00  -7.67431000E+00   8.67795526E+00               0               0               1               0
                  779               1               0               0               1              12               0  -2.73624036E+00   5.18588083E+00   7.68611525E+00               0               0               1               0
                  779               1               0               0               1              13               0  -9.19649374E+00   3.68125616E+00   9.17704979E+00               0               0               1               0
                  779               1               0               0               1              14               0   8.22727221E+00   6.18903008E+00   9.68943763E+00               0               0               1               0
                  779               1               0               0               1              15               0  -7.20110767E+00   1.16455390E+01   9.15800265E+00               0               0               1               0
                  779               1               0               0               1              16               0  -6.21953526E+00   8.17360293E+00   1.11584481E+01               0               0               2               0
                  779               1               0               0               1              17               0   2.46521547E-01   2.62721534E-01  -2.44924365E-01               0               0               0               1
                  779               1               0               0               1              18               0  -1.22000885E+00   9.67713636E+00  -7.31122394E-01               0               0               0               1
                  779               1               0               0               1              19               0   2.46000727E+00   1.24089125E+01   4.94317863E-01               0               0               0               2
                  779               1               0               0               1              20               0  -4.71069443E+00   8.16596424E+00   1.74707886E+00               0               0               0               1
                  779               1               0               0               1              21               0  -7.20219891E-03   7.95079110E+00   1.98521768E+00               0               0               0               2
                  779               1               0               0               1              22               0  -3.21668457E+00   4.69184570E+00   5.24451030E+00               0               0               0               1
                  779               1               0               0               1              23               0  -2.22355491E+00  -2.21303930E-01   6.20897005E+00               0               0               0               1
                  779               1               0               0               1              24               0  -1.27119803E+00   1.75551118E+00   7.19327057E+00               0               0               0               1
                  779               1               0               0               1              25               0  -2.74120056E+00   3.21410527E+00   6.70518767E+00               0               0               0               1
                  779               1               0               0               1              26               0  -3.72361620E+00   4.20296916E+00   7.69752370E+00               0               0               0               1
                  779               1               0               0               1              27               0  -2.64606407E-01   2.74893846E+00   1.01812903E+01               0               0               0               1
                  779               1               0               0               1              28               0  -2.23873310E+00   5.70878428E+00   9.17804183E+00               0               0               0               1
                  779               1               0               0               1              29               0  -7.18156451E+00   6.70915582E+00   9.16831985E+00               0               0               0               1
                  779               1               0               0               1              30               0   2.14994566E-01   1.24937318E+00   1.26544421E+01               0               0               0               1
                  779               1               0               0               1              31               0  -1.25532541E+00   1.73705927E+00   1.31365727E+01               0               0               0               1
                  780               1               0               0               1               1               0  -3.74752433E+00  -7.69940857E-01  -1.41305952E+01               0               0               1               0
                  780               1               0               0               1               2               0   1.71959939E+00  -9.16782383E+00  -1.06852458E+01               0               0               1               0
                  780               1               0               0               1               3               0  -1.11604322E+01  -5.18548401E+00  -1.16723240E+01               0               0               1               0
                  780               1               0               0               1               4               0   2.60816820E-01  -1.73398395E+00  -1.01892266E+01               0               0               1               0
                  780               1               0               0               1               5               0  -8.18248168E+00   2.40852047E-01  -8.18441615E+00               0               0               2               0
                  780               1               0               0               1               6               0   3.69693037E+00  -2.44636674E-01  -7.69048022E+00               0               0               1               0
                  780               1               0               0               1               7               0  -1.06544926E+01   1.22288576E+00  -5.20720965E+00               0               0               1               0
                  780               1               0               0               1               8               0  -1.41504360E+01  -2.23268166E+00  -3.71518387E+00               0               0               1               0
                  780               1               0               0               1               9               0  -6.53462319E+00  -1.91142656E+00  -2.71570517E+00               0               0               3               0
                  780               1               0               0               1              10               0  -7.40655883E-01  -2.72175660E+00  -4.21566726E+00               0               0               1               0
                  780               1               0               0               1              11               0   3.69673196E+00   1.73953937E+00  -3.71250537E+00               0               0               1               0
                  780               1               0               0               1              12               0  -6.70250916E+00   3.23999747E+00  -2.23714584E+00               0               0               1               0
                  780               1               0               0               1              13               0  -1.56844581E+00  -3.21106302E+00   2.51607397E-01               0               0               3               0
                  780               1               0               0               1              14               0  -2.29577531E-01  -6.19240301E+00   2.22772147E+00               0               0               1               0
                  780               1               0               0               1              15               0  -1.71533363E+00  -6.70885821E+00  -1.11485277E+01               0               0               0               1
                  780               1               0               0               1              16               0   1.75868571E+00  -5.20988816E+00  -1.16534753E+01               0               0               0               1
                  780               1               0               0               1              17               0  -3.26995703E+00  -5.23677240E+00  -9.67009289E+00               0               0               0               1
                  780               1               0               0               1              18               0  -1.23945280E+00  -4.22300834E+00  -9.66959687E+00               0               0               0               1
                  780               1               0               0               1              19               0  -2.23873310E-01  -7.19604827E+00  -8.64402755E+00               0               0               0               1
                  780               1               0               0               1              20               0  -5.22199103E+00  -5.21653482E+00  -8.66962214E+00               0               0               0               1
                  780               1               0               0               1              21               0  -3.74256413E+00  -4.69194490E+00  -8.18570580E+00               0               0               0               1
                  780               1               0               0               1              22               0  -5.73031151E+00  -3.69534311E+00  -8.16953557E+00               0               0               0               1
                  780               1               0               0               1              23               0  -2.25103437E+00  -8.18818590E+00  -6.67473209E+00               0               0               0               1
                  780               1               0               0               1              24               0  -2.23446733E+00  -5.21445154E+00  -6.68554531E+00               0               0               0               1
                  780               1               0               0               1              25               0   7.39019019E-01  -6.20916846E+00  -5.68993555E+00               0               0               0               1
                  780               1               0               0               1              26               0  -3.74077847E+00  -2.73078415E+00  -5.21593959E+00               0               0               0               1
                  780               1               0               0               1              27               0  -2.71639960E+00  -3.75099646E+00  -4.20634210E+00               0               0               0               1
                  780               1               0               0               1              28               0   7.30556932E-01  -3.23821180E+00  -3.72272337E+00               0               0               0               1
                  780               1               0               0               1              29               0  -4.72071401E+00  -5.70570896E+00  -2.22256287E+00               0               0               0               1
                  780               1               0               0               1              30               0  -1.24619866E+00  -2.54953873E-01  -1.72703968E+00               0               0               0               1
                  780               1               0               0               1              31               0  -3.24902502E+00   2.71233224E+00  -2.72919689E+00               0               0               0               1
                  780               1               0               0               1              32               0  -1.73755529E+00   2.21879313E+00  -2.20946796E+00               0               0               0               1
                  780               1               0               0               1              33               0   2.41819285E-01   2.67026981E-01  -1.24669468E+00               0               0               0               1
                  781               1               0               0               1               1               0   2.00986983E+01  -1.46216542E+01  -1.21762795E+01               0               0               1               0
                  781               1               0               0               1               2               0  -1.56345255E+01   1.71126627E+01  -7.17739795E+00               0               0               1               0
                  781               1               0               0               1               3               0   2.23154082E+00   1.26499779E+01   2.43406546E-01               0               0               2               0
                  781               1               0               0               1               4               0   9.81299602E+00  -1.85369819E+00   2.85340010E+00               0               0               4               0
                  781               1               0               0               1               5               0   9.67634273E+00   7.71915013E-01   2.22871351E+00               0               0               1               0
                  781               1               0               0               1               6               0   1.56206369E+01  -4.22856376E+00   4.23560723E+00               0               0               1               0
                  781               1               0               0               1               7               0   1.76275306E+01  -7.16559270E+00   7.18930241E+00               0               0               1               0
                  781               1               0               0               1               8               0   8.16864274E+00  -7.48969165E-01   6.69992986E+00               0               0               1               0
                  781               1               0               0               1               9               0   4.61416909E+00   8.97673739E+00   9.27968609E+00               0               0               5               0
                  781               1               0               0               1              10               0   2.70905851E+00   8.67636800E+00   9.17179199E+00               0               0               1               0
                  781               1               0               0               1              11               0   4.73103121E+00   8.68539555E+00   1.11772969E+01               0               0               1               0
                  781               1               0               0               1              12               0   3.72778276E+00   1.46563756E+01   1.31623657E+01               0               0               1               0
                  781               1               0               0               1              13               0  -3.20567294E+00   9.65550992E+00   1.41573803E+01               0               0               1               0
                  781               1               0               0               1              14               0   4.68420700E+00  -4.20296916E+00   1.61493934E+01               0               0               1               0
                  781               1               0               0               1              15               0   2.23049918E+00   3.21827183E+00   1.66186276E+01               0               0               1               0
                  781               1               0               0               1              16               0  -5.19282510E+00   7.41697523E-01   2.00838178E+01               0               0               1               0
                  781               1               0               0               1              17               0  -6.18972450E+00   9.64995451E+00   2.30311639E+01               0               0               1               0
                  781               1               0               0               1              18               0   2.46521547E-01   2.62721534E-01  -2.44924365E-01               0               0               0               1
                  781               1               0               0               1              19               0   6.71223114E+00  -2.22474536E+00   4.22509162E+00               0               0               0               1
                  781               1               0               0               1              20               0   4.70791672E+00  -1.25016681E+00   4.23173828E+00               0               0               0               1
                  781               1               0               0               1              21               0   1.72366675E+00   1.06693732E+01   3.23989827E+00               0               0               0               1
                  781               1               0               0               1              22               0   2.50737710E-01   3.22194237E+00   4.70454379E+00               0               0               0               1
                  781               1               0               0               1              23               0  -7.47927524E-01   4.20604448E+00   6.68246999E+00               0               0               0               1
                  781               1               0               0               1              24               0   2.50360735E-01   3.21519651E+00   6.69100152E+00               0               0               0               1
                  781               1               0               0               1              25               0   2.22305889E+00   3.22809301E+00   6.67989069E+00               0               0               0               1
                  781               1               0               0               1              26               0   7.19614748E+00  -3.71339821E+00   8.67706243E+00               0               0               0               1
                  781               1               0               0               1              27               0   2.21075761E+00  -1.73557121E+00   8.68876848E+00               0               0               0               1
                  781               1               0               0               1              28               0   3.21470049E+00  -7.57788386E-01   8.18674744E+00               0               0               0               2
